,date,open,close,high,low,volume,amount,turnoverratio,code
0,2023-02-03 09:45,94.39,95.27,95.88,94.28,15098.99,{},12.7987,603501
1,2023-02-03 10:00,95.27,94.34,95.27,94.21,7920.44,{},6.7138,603501
2,2023-02-03 10:15,94.33,93.96,94.51,93.8,8749.35,{},7.4164,603501
3,2023-02-03 10:30,93.96,93.67,94.23,93.58,6494.5,{},5.5051,603501
4,2023-02-03 10:45,93.66,93.08,93.75,93.04,11498.95,{},9.7471,603501
5,2023-02-03 11:00,93.08,93.19,93.52,93.08,5639.5,{},4.7803,603501
6,2023-02-03 11:15,93.19,93.03,93.41,93.0,7174.45,{},6.0814,603501
7,2023-02-03 11:30,93.02,92.8,93.07,92.73,9116.92,{},7.7280,603501
8,2023-02-03 13:15,92.81,93.11,93.39,92.7,6691.39,{},5.6720,603501
9,2023-02-03 13:30,93.11,93.31,93.73,93.06,3051.55,{},2.5866,603501
10,2023-02-03 13:45,93.49,93.56,93.95,93.36,4041.55,{},3.4258,603501
11,2023-02-03 14:00,93.56,93.52,93.66,93.26,2961.7,{},2.5105,603501
12,2023-02-03 14:15,93.52,94.01,94.07,93.51,4791.0,{},4.0611,603501
13,2023-02-03 14:30,94.0,94.46,94.49,94.0,5819.3,{},4.9327,603501
14,2023-02-03 14:45,94.45,94.15,94.49,93.91,6605.2,{},5.5989,603501
15,2023-02-03 15:00,94.17,94.07,94.17,93.88,7922.55,{},6.7156,603501
16,2023-02-06 09:45,94.07,93.21,94.07,93.05,11051.45,{},9.3678,603501
17,2023-02-06 10:00,93.2,94.46,94.46,92.93,9592.46,{},8.1311,603501
18,2023-02-06 10:15,94.46,93.69,94.46,93.5,4343.85,{},3.6821,603501
19,2023-02-06 10:30,93.69,92.68,93.69,92.68,6379.91,{},5.4079,603501
20,2023-02-06 10:45,92.67,92.91,93.27,92.66,3341.05,{},2.8320,603501
21,2023-02-06 11:00,92.91,92.52,92.91,92.42,5878.15,{},4.9826,603501
22,2023-02-06 11:15,92.51,92.5,92.53,92.23,4860.35,{},4.1199,603501
23,2023-02-06 11:30,92.49,92.67,92.68,92.23,3086.65,{},2.6164,603501
24,2023-02-06 13:15,92.5,92.27,92.65,92.25,3553.75,{},3.0123,603501
25,2023-02-06 13:30,92.28,91.98,92.28,91.83,8249.53,{},6.9927,603501
26,2023-02-06 13:45,91.9,92.32,92.38,91.9,5818.1,{},4.9317,603501
27,2023-02-06 14:00,92.32,92.31,92.48,92.01,5643.43,{},4.7837,603501
28,2023-02-06 14:15,92.27,91.95,92.4,91.93,6821.1,{},5.7819,603501
29,2023-02-06 14:30,91.95,91.88,92.12,91.88,7102.71,{},6.0206,603501
30,2023-02-06 14:45,91.88,92.31,92.51,91.88,5884.92,{},4.9884,603501
31,2023-02-06 15:00,92.31,92.37,92.46,92.26,5437.83,{},4.6094,603501
32,2023-02-07 09:45,93.58,92.95,93.69,92.56,12651.88,{},10.7244,603501
33,2023-02-07 10:00,92.98,92.94,93.61,92.67,7553.27,{},6.4025,603501
34,2023-02-07 10:15,92.94,92.97,93.44,92.8,4409.65,{},3.7378,603501
35,2023-02-07 10:30,92.96,93.2,93.2,92.64,3737.87,{},3.1684,603501
36,2023-02-07 10:45,93.19,92.58,93.2,92.58,4357.7,{},3.6938,603501
37,2023-02-07 11:00,92.61,92.36,92.61,92.35,3244.15,{},2.7499,603501
38,2023-02-07 11:15,92.36,92.41,92.55,92.2,2510.22,{},2.1278,603501
39,2023-02-07 11:30,92.41,92.74,92.76,92.4,2137.68,{},1.8120,603501
40,2023-02-07 13:15,92.76,92.32,92.82,92.29,3939.65,{},3.3394,603501
41,2023-02-07 13:30,92.32,92.49,92.58,92.22,3404.95,{},2.8862,603501
42,2023-02-07 13:45,92.49,92.26,92.87,92.26,3846.96,{},3.2609,603501
43,2023-02-07 14:00,92.26,92.18,92.26,91.72,10024.34,{},8.4971,603501
44,2023-02-07 14:15,92.18,92.15,92.2,92.0,3804.0,{},3.2245,603501
45,2023-02-07 14:30,92.15,92.19,92.27,92.08,3641.0,{},3.0863,603501
46,2023-02-07 14:45,92.2,92.54,92.59,92.18,3619.6,{},3.0682,603501
47,2023-02-07 15:00,92.53,92.64,92.69,92.42,5338.79,{},4.5254,603501
48,2023-02-08 09:45,92.9,93.19,93.99,92.8,16205.71,{},13.7368,603501
49,2023-02-08 10:00,93.19,92.34,93.19,92.3,7328.4,{},6.2119,603501
50,2023-02-08 10:15,92.4,92.31,92.68,92.02,7198.32,{},6.1017,603501
51,2023-02-08 10:30,92.26,92.42,92.6,92.15,2211.5,{},1.8746,603501
52,2023-02-08 10:45,92.44,92.11,92.44,92.04,4823.45,{},4.0886,603501
53,2023-02-08 11:00,92.11,91.97,92.3,91.94,4412.39,{},3.7402,603501
54,2023-02-08 11:15,92.0,92.21,92.34,91.73,3743.21,{},3.1729,603501
55,2023-02-08 11:30,92.21,92.13,92.39,92.0,1787.0,{},1.5148,603501
