,date,open,close,high,low,volume,amount,turnoverratio,code
0,2023-02-03 09:45,116.0,118.56,119.64,115.71,21233.71,{},32.0132,603986
1,2023-02-03 10:00,118.6,117.3,118.82,116.7,11397.12,{},17.1830,603986
2,2023-02-03 10:15,117.3,117.4,118.0,116.89,7044.64,{},10.6209,603986
3,2023-02-03 10:30,117.38,117.34,117.95,117.11,4731.61,{},7.1337,603986
4,2023-02-03 10:45,117.34,116.35,117.34,116.1,6711.32,{},10.1184,603986
5,2023-02-03 11:00,116.35,117.12,117.75,116.31,3673.8,{},5.5388,603986
6,2023-02-03 11:15,117.13,116.53,117.19,116.45,2751.17,{},4.1478,603986
7,2023-02-03 11:30,116.53,116.01,116.79,116.01,4206.0,{},6.3412,603986
8,2023-02-03 13:15,116.3,116.39,116.65,116.01,2841.89,{},4.2846,603986
9,2023-02-03 13:30,116.39,116.5,116.7,116.13,2645.2,{},3.9881,603986
10,2023-02-03 13:45,116.49,117.08,117.28,116.49,2611.05,{},3.9366,603986
11,2023-02-03 14:00,117.06,116.47,117.09,116.3,2312.35,{},3.4862,603986
12,2023-02-03 14:15,116.47,116.72,117.03,116.43,7598.28,{},11.4556,603986
13,2023-02-03 14:30,116.9,117.93,117.93,116.7,4588.0,{},6.9171,603986
14,2023-02-03 14:45,117.89,117.39,117.94,117.0,4479.07,{},6.7529,603986
15,2023-02-03 15:00,117.4,117.52,117.55,117.22,4790.71,{},7.2228,603986
16,2023-02-06 09:45,116.0,114.78,116.99,114.68,16960.37,{},25.5705,603986
17,2023-02-06 10:00,114.7,115.8,115.8,114.6,10455.72,{},15.7637,603986
18,2023-02-06 10:15,115.8,114.81,115.84,114.81,7943.0,{},11.9753,603986
19,2023-02-06 10:30,114.81,114.01,114.82,114.01,10925.09,{},16.4713,603986
20,2023-02-06 10:45,113.98,114.3,114.4,113.71,11809.0,{},17.8039,603986
21,2023-02-06 11:00,114.27,113.99,114.32,113.9,4336.0,{},6.5372,603986
